#	Age	50° percentile	90° percentile
	2.0	85		89
	3.0	93		98
	4.0	100.5		106
	5	107.1		113.3
	6	113.5		120.1
	7	119.4		126.5
	8	124.7		132.1
	9	130.5		137.8
	10	135.8		143.4
	11	141.5		149
	12	148.9		156.5
	13	156.5		164.3
	14	160.4		168.2
	15	162		169.8
	16	162.3		170.1
	17	162.4		170.2
	18	162.4		170.2
	19	162.4		170.2
