# settimana	peso
	26	0.776
	27	0.875
	28	1.007
	29	1.166
	30	1.349
	31	1.550
	32	1.763
	33	1.985
	34	2.209
	35	2.432
	36	2.647
	37	2.851
	38	3.038
	39	3.203
	40	3.341
	41	3.447
	42	3.517
	43	3.545
