# settimana	peso
	26	0.662
	27	0.734
	28	0.842
	29	0.981
	30	1.146
	31	1.331
	32	1.532
	33	1.742
	34	1.957
	35	2.172
	36	2.381
	37	2.579
	38	2.761
	39	2.921
	40	3.055
	41	3.157
	42	3.222
	43	3.245
