# settimane	altezza (cm)
	26	30.4
	27	31.9
	28	33.4
	29	34.9
	30	36.4
	31	37.7
	32	39.1
	33	40.4
	34	41.6
	35	42.8
	36	43.8
	37	44.8
	38	45.6
	39	46.3
	40	46.8
	41	47.2
	42	47.5
	43	47.5
