# settimana	peso
	26	0.639
	27	0.639
	28	0.683
	29	0.767
	30	0.884
	31	1.030
	32	1.199
	33	1.384
	34	1.580
	35	1.781
	36	1.982
	37	2.178
	38	2.361
	39	2.527
	40	2.670
	41	2.784
	42	2.864
	43	2.903
