# settimane	altezza (cm)
	26	35.9
	27	37.4
	28	38.9
	29	40.3
	30	41.8
	31	43.1
	32	44.5
	33	45.8
	34	47.0
	35	48.1
	36	49.1
	37	50.0
	38	50.8
	39	51.5
	40	52.0
	41	52.4
	42	52.6
	43	52.7
