# settimane	altezza (cm)
	26	35.5
	27	37.0
	28	38.4
	29	39.8
	30	41.2
	31	42.6
	32	43.9
	33	45.2
	34	46.3
	35	47.4
	36	48.4
	37	49.3
	38	50.1
	39	50.7
	40	51.2
	41	51.6
	42	51.8
	43	51.8
